
----------
Loaded log file: "server_log.txt".
----------

SA-MP Dedicated Server
----------------------
v0.3.DL-R1, (C)2005-2018 SA-MP Team

[00:35:08] 
[00:35:08] Server Plugins
[00:35:08] --------------
[00:35:08]  Loading plugin: sscanf
[00:35:08] 

[00:35:08]  ===============================

[00:35:08]       sscanf plugin loaded.     

[00:35:08]          Version:  2.8.2        

[00:35:08]    (c) 2012 Alex "Y_Less" Cole  
[00:41:07] [artwork:crc] fo3_stuff.txd CRC = 0x5C93D80B
[00:41:07] [artwork:crc] was_itrainzLC.dff CRC = 0x2B084AB6
[00:41:07] [artwork:crc] was_itrainzLC.txd CRC = 0x400008B9
[00:41:07] [artwork:crc] was_dup_red01.dff CRC = 0xD79AE2E4
[00:41:07] [artwork:crc] dbm1.txd CRC = 0x3597A108
[00:41:07] [artwork:crc] was_dup_red_d.dff CRC = 0xF04A773
[00:41:07] [artwork:crc] dbm1.txd CRC = 0x3597A108
[00:41:07] [artwork:crc] was_subway.dff CRC = 0x1034DEF2
[00:41:07] [artwork:crc] subway.txd CRC = 0x9B9FF3D3
[00:41:07] [artwork:crc] was_dup_red02.dff CRC = 0xB0F96E89
[00:41:07] [artwork:crc] dbm1.txd CRC = 0x3597A108
[00:41:07] [artwork:crc] was_dup_redd2.dff CRC = 0xE08EEA32
[00:41:07] [artwork:crc] dbm1.txd CRC = 0x3597A108
[00:41:07] [artwork:crc] wh_gen_bld.dff CRC = 0x82B7B14C
[00:41:07] [artwork:crc] builds_gen.txd CRC = 0x74E164A2
[00:41:07] [artwork:crc] iten_block09.dff CRC = 0x7A61DEB
[00:41:07] [artwork:crc] builds_gen.txd CRC = 0x74E164A2
[00:41:07] [artwork:crc] was_gen_elev.dff CRC = 0xD8827DA1
[00:41:07] [artwork:crc] dbm2.txd CRC = 0xC62D2FC5
[00:41:07] [artwork:crc] fire_lader.dff CRC = 0x7D8B2F58
[00:41:07] [artwork:crc] clowns_bld.txd CRC = 0x9336C3D4
[00:41:07] [artwork:crc] ind_app_walla.dff CRC = 0x59B567D7
[00:41:07] [artwork:crc] builds_2.txd CRC = 0x35F5FA4
[00:41:07] [artwork:crc] ind_app_wallb.dff CRC = 0x260F0D3B
[00:41:07] [artwork:crc] builds_2.txd CRC = 0x35F5FA4
[00:41:07] [artwork:crc] ind_app_roof.dff CRC = 0x61424B5D
[00:41:08] [artwork:crc] builds_2.txd CRC = 0x35F5FA4
[00:41:08] [artwork:crc] rus_staw_e1.dff CRC = 0x9257C96A
[00:41:08] [artwork:crc] NC.txd CRC = 0xA437194E
[00:41:08] [artwork:crc] rus_staw_e2.dff CRC = 0xCB56A6F3
[00:41:08] [artwork:crc] NC.txd CRC = 0xA437194E
[00:41:08] [artwork:crc] rus_STA_end02.dff CRC = 0x904C0BF0
[00:41:08] [artwork:crc] NC.txd CRC = 0xA437194E
[00:41:08] [artwork:crc] rus_STA_mid.dff CRC = 0x1D8AC026
[00:41:08] [artwork:crc] NC.txd CRC = 0xA437194E
[00:41:08] [artwork:crc] rus_STA_end01.dff CRC = 0xC9D417AB
[00:41:08] [artwork:crc] NC.txd CRC = 0xA437194E
[00:41:08] [artwork:crc] rus_sta_20e2.dff CRC = 0xC36CBFF5
[00:41:08] [artwork:crc] NC.txd CRC = 0xA437194E
[00:41:08] [artwork:crc] rus_sta_20d.dff CRC = 0x126BD71F
[00:41:08] [artwork:crc] NC.txd CRC = 0xA437194E
[00:41:08] [artwork:crc] rus_sta_20m.dff CRC = 0x1C4E1DFC
[00:41:08] [artwork:crc] NC.txd CRC = 0xA437194E
[00:41:08] [artwork:crc] rus_sta_20e1.dff CRC = 0x815C080F
[00:41:08] [artwork:crc] NC.txd CRC = 0xA437194E
[00:41:08] [artwork:crc] maintena_base.dff CRC = 0xBC071358
[00:41:08] [artwork:crc] mainten.txd CRC = 0x8799C9A7
[00:41:08] [artwork:crc] police_station_b.dff CRC = 0xAFA79EB3
[00:41:08] [artwork:crc] copland.txd CRC = 0xEB2F502F
[00:41:08] [artwork:crc] police_land.dff CRC = 0xE8018605
[00:41:08] [artwork:crc] copland.txd CRC = 0xEB2F502F
[00:41:08] [artwork:crc] police_station_a.dff CRC = 0x80C99898
[00:41:08] [artwork:crc] copland.txd CRC = 0xEB2F502F
[00:41:08] [artwork:crc] police_dec_b.dff CRC = 0xA6C50063
[00:41:08] [artwork:crc] copland.txd CRC = 0xEB2F502F
[00:41:08] [artwork:crc] police_dec_a.dff CRC = 0xB702FC36
[00:41:08] [artwork:crc] copland.txd CRC = 0xEB2F502F
[00:41:08] [artwork:crc] ind_app_ent.dff CRC = 0xB19844DF
[00:41:08] [artwork:crc] builds_2.txd CRC = 0x35F5FA4
[00:41:08] [artwork:crc] trash05.dff CRC = 0x31CF901B
[00:41:08] [artwork:crc] wastelandsf.txd CRC = 0xAEA14FE5
[00:41:08] [artwork:crc] de_body01.dff CRC = 0x7EE6D193
[00:41:08] [artwork:crc] old_stuff.txd CRC = 0xC972FDC3
[00:41:08] [artwork:crc] de_body02.dff CRC = 0x4B213858
[00:41:08] [artwork:crc] old_stuff.txd CRC = 0xC972FDC3
[00:41:08] [artwork:crc] was_airp.dff CRC = 0xA285C98F
[00:41:08] [artwork:crc] airport.txd CRC = 0xF001F9E
[00:41:08] [artwork:crc] was_airroad.dff CRC = 0x3F2F26B6
[00:41:08] [artwork:crc] roads.txd CRC = 0x7D511828
[00:41:08] [artwork:crc] was_air.dff CRC = 0xC313D19D
[00:41:08] [artwork:crc] air.txd CRC = 0x518AC18E
[00:41:08] [artwork:crc] was_aircr.dff CRC = 0x2843EBE9
[00:41:09] [artwork:crc] air.txd CRC = 0x518AC18E
[00:41:09] [artwork:crc] was_dea_cineware.dff CRC = 0xFA9C9EC8
[00:41:09] [artwork:crc] cinew.txd CRC = 0x269FFD0B
[00:41:09] [artwork:crc] was_dead_bld01.dff CRC = 0xA4E51A6A
[00:41:09] [artwork:crc] deadline.txd CRC = 0x8DD4B4F9
[00:41:09] [artwork:crc] ind_office01b.dff CRC = 0x208CAA3E
[00:41:09] [artwork:crc] ind_office01.txd CRC = 0x74BA39B7
[00:41:09] [artwork:crc] ind_office01a.dff CRC = 0x101A3063
[00:41:09] [artwork:crc] ind_office01.txd CRC = 0x74BA39B7
[00:41:09] [artwork:crc] ind_office01c.dff CRC = 0xB9CB0479
[00:41:09] [artwork:crc] ind_office01.txd CRC = 0x74BA39B7
[00:41:09] [artwork:crc] dtn_office_dn.dff CRC = 0xBB77BA4A
[00:41:09] [artwork:crc] dtn_of.txd CRC = 0x255BB332
[00:41:09] [artwork:crc] dtn_office_rf.dff CRC = 0x52FE596
[00:41:09] [artwork:crc] dtn_of.txd CRC = 0x255BB332
[00:41:09] [artwork:crc] dtn_office_md.dff CRC = 0x244B7F9A
[00:41:09] [artwork:crc] dtn_of.txd CRC = 0x255BB332
[00:41:09] [artwork:crc] ind_office01d.dff CRC = 0xCC86023C
[00:41:09] [artwork:crc] ind_office01.txd CRC = 0x74BA39B7
[00:41:09] [artwork:crc] dtn_office_int.dff CRC = 0x7886BB7F
[00:41:09] [artwork:crc] dtn_of.txd CRC = 0x255BB332
[00:41:09] [artwork:crc] dtn_office_int_det.dff CRC = 0xA07346DB
[00:41:09] [artwork:crc] dtn_of.txd CRC = 0x255BB332
[00:41:09] [artwork:crc] dtn_office_lg.dff CRC = 0xDB97F250
[00:41:09] [artwork:crc] dtn_of.txd CRC = 0x255BB332
[00:41:09] [artwork:crc] dtn_office_intfur.dff CRC = 0xE7226A6A
[00:41:09] [artwork:crc] saof.txd CRC = 0x403DC9D7
[00:41:09] [artwork:crc] ind_office01FUR.dff CRC = 0x8DE221D8
[00:41:09] [artwork:crc] saof.txd CRC = 0x403DC9D7
[00:41:09] [artwork:crc] WAS_big_land2.dff CRC = 0x60190520
[00:41:09] [artwork:crc] grnd.txd CRC = 0x6DD8ECE3
[00:41:09] [artwork:crc] was_jaxtown_bar.dff CRC = 0x15DC0C23
[00:41:09] [artwork:crc] jax1.txd CRC = 0x54B6C0DC
[00:41:09] [artwork:crc] was_bigbull.dff CRC = 0x3A81620B
[00:41:09] [artwork:crc] bull.txd CRC = 0xB7EE72FA
[00:41:09] [artwork:crc] was_butch_int.dff CRC = 0x994DE6AE
[00:41:09] [artwork:crc] butchers.txd CRC = 0x2AFF415
[00:41:09] [artwork:crc] was_butch.dff CRC = 0xED9A8B03
[00:41:09] [artwork:crc] butchers.txd CRC = 0x2AFF415
[00:41:09] [artwork:crc] waste_fnc01.dff CRC = 0x9BC09B15
[00:41:09] [artwork:crc] waste_city.txd CRC = 0x85B9B1D3
[00:41:09] [artwork:crc] waste_fnc02.dff CRC = 0x6D3D32E
[00:41:09] [artwork:crc] waste_city.txd CRC = 0x85B9B1D3
[00:41:09] [artwork:crc] waste_hut01.dff CRC = 0xCB4A7813
[00:41:09] [artwork:crc] waste_city.txd CRC = 0x85B9B1D3
[00:41:09] [artwork:crc] mtl_hou02.dff CRC = 0xB698828E
[00:41:09] [artwork:crc] waste_city.txd CRC = 0x85B9B1D3
[00:41:09] [artwork:crc] was_fact_crn.dff CRC = 0x275E11C8
[00:41:09] [artwork:crc] fckt.txd CRC = 0x5B6767F4
[00:41:09] [artwork:crc] was_fact_wins1.dff CRC = 0xC9F33E44
[00:41:09] [artwork:crc] fckt.txd CRC = 0x5B6767F4
[00:41:09] [artwork:crc] was_fact_wins2.dff CRC = 0xE114D69E
[00:41:09] [artwork:crc] fckt.txd CRC = 0x5B6767F4
[00:41:09] [artwork:crc] was_fact_ent.dff CRC = 0xC9C2D451
[00:41:10] [artwork:crc] fckt.txd CRC = 0x5B6767F4
[00:41:10] [artwork:crc] was_fact_int15.dff CRC = 0x74828C4A
[00:41:10] [artwork:crc] fckt.txd CRC = 0x5B6767F4
[00:41:10] [artwork:crc] was_fact_int20.dff CRC = 0x94844E0F
[00:41:10] [artwork:crc] fckt.txd CRC = 0x5B6767F4
[00:41:10] [artwork:crc] dtn_yel_bld01.dff CRC = 0x6B26449D
[00:41:10] [artwork:crc] dtn_yel.txd CRC = 0xD9457AC0
[00:41:10] [artwork:crc] dtn_yel_bld03.dff CRC = 0x2B2060CA
[00:41:10] [artwork:crc] dtn_yel.txd CRC = 0xD9457AC0
[00:41:10] [artwork:crc] live_int_crs.dff CRC = 0x39C359
[00:41:10] [artwork:crc] clowns_bld.txd CRC = 0x9336C3D4
[00:41:10] [artwork:crc] was_genbld001.dff CRC = 0x806133B6
[00:41:10] [artwork:crc] gn_s.txd CRC = 0x3563A735
[00:41:10] [artwork:crc] was_genbld002.dff CRC = 0xD1EA2A31
[00:41:10] [artwork:crc] gn_s.txd CRC = 0x3563A735
[00:41:10] [artwork:crc] was_supa_bld.dff CRC = 0x18E6B5A5
[00:41:10] [artwork:crc] supa_save.txd CRC = 0x82E3F64C
[00:41:10] [artwork:crc] grgs_sharkz.dff CRC = 0x81EE8C81
[00:41:10] [artwork:crc] sharkz_tower.txd CRC = 0x74524AE4
[00:41:10] [artwork:crc] tower_sharkz.dff CRC = 0x9869D597
[00:41:10] [artwork:crc] sharkz_tower.txd CRC = 0x74524AE4
[00:41:10] [artwork:crc] clown_food_bld.dff CRC = 0x6FD94656
[00:41:10] [artwork:crc] clown_food.txd CRC = 0x89D342E1
[00:41:10] [artwork:crc] bar_crs.dff CRC = 0x63F94A78
[00:41:10] [artwork:crc] bar_build_crs.txd CRC = 0xAC549D0A
[00:41:10] [artwork:crc] hospital_c.dff CRC = 0xDEA4ACFB
[00:41:10] [artwork:crc] hospital.txd CRC = 0xB54E2273
[00:41:10] [artwork:crc] hospital_b.dff CRC = 0xCE1B66E
[00:41:10] [artwork:crc] hospital.txd CRC = 0xB54E2273
[00:41:10] [artwork:crc] hospital_d.dff CRC = 0x6E865440
[00:41:10] [artwork:crc] hospital.txd CRC = 0xB54E2273
[00:41:10] [artwork:crc] hospital_a.dff CRC = 0xE17884DD
[00:41:10] [artwork:crc] hospital.txd CRC = 0xB54E2273
[00:41:10] [artwork:crc] factoryf_walls1.dff CRC = 0xB3CA83AF
[00:41:10] [artwork:crc] fpd.txd CRC = 0xF215F089
[00:41:10] [artwork:crc] ser_firetower.dff CRC = 0xDC683ABE
[00:41:10] [artwork:crc] fpd.txd CRC = 0xF215F089
[00:41:10] [artwork:crc] clowns_bld01b.dff CRC = 0x722D7361
[00:41:10] [artwork:crc] clowns_bld.txd CRC = 0x9336C3D4
[00:41:10] [artwork:crc] clowns_bld01a.dff CRC = 0xBDC0F572
[00:41:10] [artwork:crc] clowns_bld.txd CRC = 0x9336C3D4
[00:41:10] [artwork:crc] neon_crs.dff CRC = 0x80FE4EF2
[00:41:10] [artwork:crc] bar_build_crs.txd CRC = 0xAC549D0A
[00:41:10] [artwork:crc] clown_food_int.dff CRC = 0x91BD42C1
[00:41:10] [artwork:crc] clown_food.txd CRC = 0x89D342E1
[00:41:10] [artwork:crc] hospital_int.dff CRC = 0x3D9C9E54
[00:41:10] [artwork:crc] hospital.txd CRC = 0xB54E2273
[00:41:10] [artwork:crc] hospital_decals.dff CRC = 0x48A3865
[00:41:11] [artwork:crc] hospital.txd CRC = 0xB54E2273
[00:41:11] [artwork:crc] was_supa_int.dff CRC = 0xE53912CD
[00:41:11] [artwork:crc] supa_save.txd CRC = 0x82E3F64C
[00:41:11] [artwork:crc] was_supa_dlc.dff CRC = 0x424ADE7C
[00:41:11] [artwork:crc] supa_save.txd CRC = 0x82E3F64C
[00:41:11] [artwork:crc] subway01.dff CRC = 0xF68F08E8
[00:41:11] [artwork:crc] subway.txd CRC = 0x9B9FF3D3
[00:41:11] [artwork:crc] subway02.dff CRC = 0xE5B35C70
[00:41:11] [artwork:crc] subway.txd CRC = 0x9B9FF3D3
[00:41:11] [artwork:crc] subway03.dff CRC = 0x8D60D0AB
[00:41:11] [artwork:crc] subway.txd CRC = 0x9B9FF3D3
[00:41:11] [artwork:crc] was_pol_int.dff CRC = 0x35177A76
[00:41:11] [artwork:crc] was_pol_int.txd CRC = 0x292EC389
[00:41:11] [artwork:crc] was_pol_intd.dff CRC = 0xFAAFC19C
[00:41:11] [artwork:crc] was_pol_int.txd CRC = 0x292EC389
[00:41:11] [artwork:crc] dead_p02.dff CRC = 0x12E3A5C
[00:41:11] [artwork:crc] old_stuff.txd CRC = 0xC972FDC3
[00:41:11] [artwork:crc] dead_staff.dff CRC = 0xFC4D2CA2
[00:41:11] [artwork:crc] MH2Ass.txd CRC = 0x7022F527
[00:41:11] [artwork:crc] GIMPbar_intd.dff CRC = 0xA31BFD23
[00:41:11] [artwork:crc] GIMPbar_int.txd CRC = 0xF7A7AAE6
[00:41:11] [artwork:crc] GIMPbar_int.dff CRC = 0xD1A2603F
[00:41:11] [artwork:crc] GIMPbar_int.txd CRC = 0xF7A7AAE6
[00:41:11] [artwork:crc] was_NUKE_intd.dff CRC = 0x68491C5A
[00:41:11] [artwork:crc] was_NUKE_int.txd CRC = 0x59475D50
[00:41:11] [artwork:crc] was_NUKE_int.dff CRC = 0x8ED5EC3B
[00:41:11] [artwork:crc] was_NUKE_int.txd CRC = 0x59475D50
[00:41:11] [artwork:crc] was_compINT.dff CRC = 0x3ECF4AB7
[00:41:11] [artwork:crc] was_compINT.txd CRC = 0xD789D619
[00:41:11] [artwork:crc] was_compINTd.dff CRC = 0xA2B08E0E
[00:41:11] [artwork:crc] was_compINT.txd CRC = 0xD789D619
[00:41:11] [artwork:crc] mad_house_bld.dff CRC = 0x23A9457E
[00:41:11] [artwork:crc] mad_house.txd CRC = 0x5DF4348E
[00:41:11] [artwork:crc] ig_goodhouse01.dff CRC = 0xDEF7F0BE
[00:41:11] [artwork:crc] 1flr_american.txd CRC = 0x7C110B37
[00:41:11] [artwork:crc] ig_goodhouse02.dff CRC = 0xE64ADBB4
[00:41:11] [artwork:crc] 1flr_american.txd CRC = 0x7C110B37
[00:41:11] [artwork:crc] ig_goodhouse04.dff CRC = 0x429F8C75
[00:41:11] [artwork:crc] 1flr_american.txd CRC = 0x7C110B37
[00:41:11] [artwork:crc] ig_goodhouse03.dff CRC = 0xADDDEB06
[00:41:11] [artwork:crc] 1flr_american.txd CRC = 0x7C110B37
[00:41:11] [artwork:crc] mad_house_dec.dff CRC = 0x2831CDCC
[00:41:11] [artwork:crc] mad_house.txd CRC = 0x5DF4348E
[00:41:11] [artwork:crc] ig_farmhouse01.dff CRC = 0xCD771721
[00:41:11] [artwork:crc] farms.txd CRC = 0xF77559C2
[00:41:11] [artwork:crc] ig_barn01.dff CRC = 0xAD5E0983
[00:41:11] [artwork:crc] farms.txd CRC = 0xF77559C2
[00:41:11] [artwork:crc] farm_mh05.dff CRC = 0xD7CDFA84
[00:41:11] [artwork:crc] mh2.txd CRC = 0x232AEBDD
[00:41:11] [artwork:crc] farm_mh07.dff CRC = 0x61CFF205
[00:41:11] [artwork:crc] mh2.txd CRC = 0x232AEBDD
[00:41:11] [artwork:crc] farm_mh04.dff CRC = 0xF443A07F
[00:41:11] [artwork:crc] mh2.txd CRC = 0x232AEBDD
[00:41:11] [artwork:crc] farm_mh03.dff CRC = 0x51D65BF1
[00:41:11] [artwork:crc] mh2.txd CRC = 0x232AEBDD
[00:41:11] [artwork:crc] farm_mh06.dff CRC = 0x67EEBB8A
[00:41:11] [artwork:crc] mh2.txd CRC = 0x232AEBDD
[00:41:11] [artwork:crc] mul-1.dff CRC = 0x136A4B90
[00:41:11] [artwork:crc] air.txd CRC = 0x518AC18E
[00:41:11] [artwork:crc] ig_store01.dff CRC = 0x56BB5B99
[00:41:11] [artwork:crc] gen_blds.txd CRC = 0xA658BFF
[00:41:11] [artwork:crc] ig_store02.dff CRC = 0x23011102
[00:41:11] [artwork:crc] gen_blds.txd CRC = 0xA658BFF
[00:41:11] [artwork:crc] ig_store03.dff CRC = 0x9FA881F6
[00:41:11] [artwork:crc] gen_blds.txd CRC = 0xA658BFF
[00:41:11] [artwork:crc] ig_nuke_pipes.dff CRC = 0x28D7D549
[00:41:11] [artwork:crc] nuke_pharm.txd CRC = 0xF1A0C3ED
[00:41:11] [artwork:crc] ig_nuke_grnd.dff CRC = 0x36AEBEBF
[00:41:11] [artwork:crc] nuke_pharm.txd CRC = 0xF1A0C3ED
[00:41:11] [artwork:crc] ig_nuke_alpha.dff CRC = 0x7A89CDF7
[00:41:12] [artwork:crc] nuke_pharm.txd CRC = 0xF1A0C3ED
[00:41:12] [artwork:crc] ig_nuke_bld.dff CRC = 0xB199F4D7
[00:41:12] [artwork:crc] nuke_pharm.txd CRC = 0xF1A0C3ED
[00:41:12] [artwork:crc] ig_compx.dff CRC = 0xCA48C4D1
[00:41:12] [artwork:crc] txd2.txd CRC = 0x6F200BEF
[00:41:12] [artwork:crc] dt_duplex_01b.dff CRC = 0xCF8E6A96
[00:41:12] [artwork:crc] duplex.txd CRC = 0xC6EC4DD3
[00:41:12] [artwork:crc] dt_duplex_01a.dff CRC = 0x574D7658
[00:41:12] [artwork:crc] duplex.txd CRC = 0xC6EC4DD3
[00:41:12] [artwork:crc] dt_duplex_01c.dff CRC = 0xE218CBFB
[00:41:12] [artwork:crc] duplex.txd CRC = 0xC6EC4DD3
[00:41:12] [artwork:crc] fck_bld_crc.dff CRC = 0xB8C6695C
[00:41:12] [artwork:crc] fck_bld_crc.txd CRC = 0xF12CD93F
[00:41:12] [artwork:crc] bld_blk_crs_1.dff CRC = 0xB970AE91
[00:41:12] [artwork:crc] bld_blk_crs.txd CRC = 0x84F55BFD
[00:41:12] [artwork:crc] bld_blk_crs_2.dff CRC = 0xA907516F
[00:41:12] [artwork:crc] bld_blk_crs.txd CRC = 0x84F55BFD
[00:41:12] [artwork:crc] old_school.dff CRC = 0xC48DBBED
[00:41:12] [artwork:crc] old_school.txd CRC = 0x36D4669A
[00:41:12] [artwork:crc] rd_brk_bld.dff CRC = 0xFD060407
[00:41:12] [artwork:crc] builds_gen.txd CRC = 0x74E164A2
[00:41:12] [artwork:crc] rd_brk_bld_crc.dff CRC = 0x7F32F7DC
[00:41:12] [artwork:crc] builds_gen.txd CRC = 0x74E164A2
[00:41:12] [artwork:crc] was_hospital01.dff CRC = 0xF13DDA4F
[00:41:12] [artwork:crc] hosp.txd CRC = 0xBA5BDFC5
[00:41:12] 
[00:41:12] Filterscripts
[00:41:12] ---------------
[00:41:12]   Loading filterscript 'mapedit.amx'...
[00:41:13] 
Fusez's Map Editor loaded successfully!

[00:41:13]   Loaded 1 filterscripts.

[00:41:13] 
/*-----------------------------------*\
[00:41:13] |*=====[Wasteland Gamemode Loaded]=====*|
[00:41:13] |*=====[Fusez's Map Editor Loaded]=====*|
[00:41:13] \*-----------------------------------*/

[00:41:13] Number of vehicle models: 0
[00:41:27] [connection] incoming connection: 25.94.142.127:64749 id: 0
[00:41:30] [join] George_Jefferson has joined the server (0:25.94.142.127)
[00:41:37] Compress error: 7
